asin,title,author,rating,reviews,url
8126579919,Deep Learning Using Python,"by S Lovelyn Rose , L Ashok Kumar , et al. | 1 January 2019",4.4 out of 5 stars,(63),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjkyODQ3MDA3ODI1MDQzOjE3NzYxODQ5MTI6c3BfbXRmOjIwMDI0MDk5Nzg2NjA2OjowOjo&url=%2FDeep-Learning-Using-Python-Lovelyn%2Fdp%2F8126579919%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg%26dib_tag%3Dse%26keywords%3Ddeep%2Blearning%2Bbook%26qid%3D1776184912%26sr%3D8-11-spons%26aref%3DYwKH9mfyJZ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=YwKH9mfyJZ&sp_cr=ZAZ
B0F6YXZL45,"AmbitionKids Brain Booster Activity Book Set for Kids Age 5+ | Fun Puzzles, Shapes, Colors, Matching & Logic Games | Educational Workbook Gift for Toddlers & Preschoolers (Set of 3)",by AmbitionKids.com | 1 January 2025,3.5 out of 5 stars,(2),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjkyODQ3MDA3ODI1MDQzOjE3NzYxODQ5MTI6c3BfbXRmOjMwMDg4NTI1Njk3OTUzMjo6MDo6&url=%2FAmbitionKids-Activity-Matching-Educational-Preschoolers%2Fdp%2FB0F6YXZL45%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg%26dib_tag%3Dse%26keywords%3Ddeep%2Blearning%2Bbook%26qid%3D1776184912%26sr%3D8-12-spons%26aref%3DBZLz0FW40s%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=BZLz0FW40s&sp_cr=ZAZ
9353945461,"Deep Learning Illustrated: A Visual, Interactive Guide to Artificial Intelligence","by Jon Krohn , Grant Beyleveld, et al. | 10 June 2020",3.9 out of 5 stars,(49),https://www.amazon.in/Deep-Learning-Illustrated-Interactive-Intelligence/dp/9353945461/ref=sr_1_13?dib=eyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg&dib_tag=se&keywords=deep+learning+book&qid=1776184912&sr=8-13
1617294438,Deep Learning with Python,by Francois Chollet | 22 December 2017,4.5 out of 5 stars,(1.4K),https://www.amazon.in/Deep-Learning-Python-Francois-Chollet/dp/1617294438/ref=sr_1_14?dib=eyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg&dib_tag=se&keywords=deep+learning+book&qid=1776184912&sr=8-14
9356061971,Pearson Deep Learning,by M Gopal | 31 May 2022,3.7 out of 5 stars,(7),https://www.amazon.in/Deep-Learning-First-Pearson-Gopal/dp/9356061971/ref=sr_1_15?dib=eyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg&dib_tag=se&keywords=deep+learning+book&qid=1776184912&sr=8-15
0262048647,Understanding Deep Learning,by Simon J.D. Prince | 5 December 2023,4.8 out of 5 stars,(184),https://www.amazon.in/Understanding-Deep-Learning-Simon-Prince/dp/0262048647/ref=sr_1_16?dib=eyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg&dib_tag=se&keywords=deep+learning+book&qid=1776184912&sr=8-16
9356063974,Pearson LEARNING DEEP LEARNING | FIRST EDITION,by Ekman | 29 June 2022,4.8 out of 5 stars,(7),https://www.amazon.in/LEARNING-DEEP-FIRST-Ekman/dp/9356063974/ref=sr_1_17?dib=eyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg&dib_tag=se&keywords=deep+learning+book&qid=1776184912&sr=8-17
9365897386,"Generative AI for Everyone: Deep learning, NLP, and LLMs for creative and practical applications","by Karthikeyan Sabesan, Sivagamisundari, et al. | 25 January 2025",4.6 out of 5 stars,(35),https://www.amazon.in/Generative-AI-Everyone-practical-applications/dp/9365897386/ref=sr_1_18?dib=eyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg&dib_tag=se&keywords=deep+learning+book&qid=1776184912&sr=8-18
1009389432,Dive into Deep Learning,"by Aston Zhang , Zachary C. Lipton, et al. | 7 December 2023",4.3 out of 5 stars,(102),https://www.amazon.in/Dive-into-Learning-Aston-Zhang/dp/1009389432/ref=sr_1_19?dib=eyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg&dib_tag=se&keywords=deep+learning+book&qid=1776184912&sr=8-19
9366606601,"Deep Learning: Algorithms and Applications, 1st Edition",by R. Ramalakshmi/T. Marimuthu/Vaibhav Gandhi | 1 November 2025,N/A,N/A,https://www.amazon.in/Deep-Learning-Algorithms-Applications-1st/dp/9366606601/ref=sr_1_20?dib=eyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg&dib_tag=se&keywords=deep+learning+book&qid=1776184912&sr=8-20
036754962X,Deep Learning in Visual Computing: Explanations and Examples,by Hassan Ugail | 7 July 2022,1.0 out of 5 stars,(1),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjkyODQ3MDA3ODI1MDQzOjE3NzYxODQ5MTI6c3BfYnRmOjMwMDg0OTc0OTY3MDIzMjo6MDo6&url=%2FDeep-Learning-Visual-Computing-Explanations%2Fdp%2F036754962X%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg%26dib_tag%3Dse%26keywords%3Ddeep%2Blearning%2Bbook%26qid%3D1776184912%26sr%3D8-21-spons%26aref%3DcpVpSXnv1u%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=cpVpSXnv1u&sp_cr=ZAZ
9813344229,"Deep Learning for Hyperspectral Image Analysis and Classification: 5 (Engineering Applications of Computational Methods, 5)",by Linmi Tao and Atif Mughees | 7 March 2022,N/A,N/A,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjkyODQ3MDA3ODI1MDQzOjE3NzYxODQ5MTI6c3BfYnRmOjMwMDgyNDk3NDc4MDUzMjo6MDo6&url=%2FLearning-Hyperspectral-Image-Analysis-Classification%2Fdp%2F9813344229%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.TI_DBnZ9Ewk07PoLiUSdM_s8ea_m423940yWuAZ0zvVVX2RwBRsugexd-a-8qOPyYHrcdy8fDMYEsQsh1bYOpDV8XgEqlebBOJkof8qZ34_nQU6cvUrg2z3tvcA9egjxYx0l6LYdjDQj-04-Zsd0ILslo91lhv-1Yn9TGgp6QvMQD7cLFOXtVJLYzZzg6k3_1x7h5p_d2VdtFkOjAn5TBCd4xFsG5JnuPUI5YCThF34.vkMP8X5UzuEqzVB0KfpmBEpIwxKdKXswxZDmdvdO7bg%26dib_tag%3Dse%26keywords%3Ddeep%2Blearning%2Bbook%26qid%3D1776184912%26sr%3D8-22-spons%26aref%3DJ72RV3XUTI%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=J72RV3XUTI&sp_cr=ZAZ
